workerId,betaStay,thetaStay,epsilon,wl,wh,negllh
17,11.82483412745638,0.5935865776885102,0.036819960569468214,0.7603532837793042,1.2601665082655045,1343.5640338934254
99,19.30507495182791,0.527102685493419,0.014694283818087472,0.0,4783.07878585225,603.1063376833872
40,13.129210024570199,0.446616979147411,0.003979109985388643,1.2537668975185208,0.7835351934150127,849.2976780270365
28,17.947212571421748,0.5073853580424039,0.08994891038235217,0.0,0.2305455923236089,856.1598188520302
97,6.638686486059259,0.2356003802807344,0.2937037150915225,0.03796176010715615,0.0,1240.8843794228478
80,11.769028135344215,0.4513831782743956,0.032689861069221934,2.9729676396335467,0.1116687136774034,799.0943284646196
26,12.371702741412125,0.52523556978848,0.14468362744384705,1.7639922694850048,0.5134092951886478,1262.497811504964
48,11.532922575749106,0.42563059665288544,0.025206838988196832,0.3694079432139357,1081.1692115267588,730.7513437028941
37,11.31770717878454,0.4692250439595342,0.1384257878292635,0.03856097472648664,0.0,1058.521883330352
61,11.566848314883089,0.4784703704964106,0.06333250263214753,1.3145148229768349,0.01549390959405994,964.0810048559523
13,8.657146470979187,0.5450666388126699,0.034028458131906504,0.0,3749.937062316927,1157.5775279290406
42,8.801726260403154,0.5647856401234572,0.08527170448602951,0.0,4751.39430310759,1293.937043467538
85,14.781014222576554,0.5228591538991468,0.14111994232912553,2.321553174276402,0.3330622432908838,1210.1015541117383
27,12.682989926979678,0.4923029906974827,0.016658000353546105,0.0,0.010249104361044307,891.952172456388
81,9.437145183502924,0.4890945475985744,0.005811619780269518,0.0,0.3527540160267704,856.4766454767166
25,7.958792720047816,0.4990236785434456,0.03502967477683625,2.9809416202672927,0.1039033680311694,1087.408437012352
75,11.694154856800134,0.4363696710580677,0.1142210138080309,1.361188876432009,0.018737269734810845,985.9529554817532
31,26.25750892089579,0.4476354958533367,0.008135863043843852,0.0,6530.295333918113,443.27102486158515
66,12.39193113656163,0.4759736096979377,0.0554174734175023,2448.4091667773155,0.15998749930671746,924.3458780506767
24,15.841502515736805,0.4605340498888962,0.1134067059443882,2.8805312156258522,0.16310226412589174,935.6012521776013
98,8.936353278395705,0.5315657993763218,0.05270911146859483,0.20817697763690324,2310.6647961438016,1182.9874515123054
79,12.643088616704658,0.3988875251518919,0.3876629738827748,0.0,2622.8395704652776,1442.2303490140553
32,8.604939997401233,0.4453820876933512,0.08038519573531445,2.9879359818079805,0.09443435402535946,1034.7177419721422
77,10.136479175345288,0.2705447734855053,0.16732507253328166,0.0,0.1599088398211443,836.1542964741368
15,17.647761088298317,0.6159514682942602,0.05883671945733272,0.0,0.03217615962994913,1175.2012040796062
36,14.546084439479193,0.3758566173893918,0.0019690712395737968,0.0,6269.534146024962,459.3733267273432
90,6.753242151293214,0.2617159341616431,0.21027150266675992,2.9460619609673224,0.13018337706296995,1200.69046737626
3,12.178547915294368,0.5006251565125435,0.1158085090280788,0.0,5748.601975435374,1166.3487764508493
57,4.218987140644043,0.4362550138328237,0.02493713965028601,0.2507995297835638,1578.3443759931506,1232.6397361606168
87,18.990777942732567,0.5258316607469724,0.13582375275534211,33.65093797513145,1.3607558147894014,993.1539940306212
54,15.192102703404734,0.587620361819096,0.011502182254181271,0.0,5878.130662613569,933.5990329601732
2,7.238095767418714,0.4585792834003704,0.20431988689021807,0.0,0.05935808322958251,1504.1951416386205
96,11.29186983330437,0.4686476006236687,0.029123374189987707,1.4080250586272376,0.09737345160826028,909.294170028416
67,4.598503371317574,0.3681968846975494,0.015877214743376233,0.0,0.08244706727704576,1062.6625795700868
105,7.321383539524269,0.5199027966540188,0.05032885514969517,0.0,4971.851556713047,1163.4819328870724
29,8.055583124595694,0.4271301659279242,0.22565770076803265,0.0,0.001978634888154561,1436.53837793989
59,13.79079271100413,0.5817931090227193,0.06641178969980667,2.138648733220089,0.38589206301608814,1304.410371307259
20,8.264849643396854,0.4426228727497853,0.0841755412038272,2.9892101549235397,0.05616106647084687,1108.1503391958647
39,6.1046199376987085,0.6305240450831618,0.01028156422884898,0.0,5628.774781372789,1443.6603400803342
103,22.365018456343922,0.4469977037623979,0.005510224746842081,0.0,4216.680271443354,471.2457127950792
7,13.121920880831551,0.4944232360608143,0.0445728988321553,0.6077778893705975,0.0,1020.1259914294108
12,20.391918265538536,0.4882945099731944,0.03757947469063988,0.0,0.02419250475924872,821.9768118169377
82,11.574614773928188,0.4598978577699758,0.011216971928546215,0.4238743327261785,143.40966028286962,823.7291137119513
16,11.263255497896015,0.4757909589620453,0.05821521911490355,0.0,0.4394026600827201,1016.2601356808432
62,9.054029185101381,0.4872012175539994,0.3170871986382196,2210.1316888416336,0.09682145240516443,1648.0029376791013
35,10.83050971468612,0.4841955580304849,0.06626441158213801,2.3952032339157183,0.3121381123818892,1029.480279222088
69,13.818245975519586,0.5400534309828103,0.008121305628503998,0.0,7826.464807087553,907.7129004909399
30,8.683216763828941,0.32789059626173783,0.17650752045489038,0.0,6686.454218267601,959.6872751732325
53,5.469220459427191,0.365447606028417,0.3232603719301517,0.0,0.0103074631261236,1660.1864840874994
19,8.832254445902503,0.6528279475096916,0.028232481350978025,0.0,5108.413837911813,1469.236149995504
6,13.720705108658766,0.4699011240856652,0.0032289972384008945,0.0,8052.508711307613,651.2722636738943
102,10.095015581427614,0.520342849784414,0.24225837262694602,0.0,0.2137757178423149,1617.5037036483636
9,2.3778999953831583,0.27557737523213344,0.006061193387541607,0.0,3797.564529867178,1043.6726070516377
21,10.205455077836165,0.4887373909967878,0.14952283229855834,2.9039265054790784,0.1523147341493616,1341.7206144599334
78,8.68039686358148,0.6575957600283941,0.02160333956459657,0.05912246842853231,4027.728961803415,1475.3620249367532
8,6.6459401047146285,0.35945788520276284,0.18097803393015646,0.3029177942374281,0.0,1206.8574232124029
60,15.6845138790634,0.5372952714414285,0.031767384346540084,0.9513916717451928,1.0498721012399042,1004.9900890601303
106,10.485604886960203,0.4992605075377993,0.03127040284399184,0.0,5935.836676167471,969.3146935529946
74,15.525575448743204,0.5497019264943097,0.01485072842767663,0.056472474681611325,4536.437684198154,883.0385903745469
72,16.471578537055713,0.5867063139558211,0.02119807762292049,0.0,7080.7558761181335,905.7476268078533
45,8.288050408171463,0.467810994921677,1e-06,0.0,0.0772970684096219,1019.5737005701587
1,11.761242839340987,0.39186011762475015,0.03540067494869982,2.9243898246719544,0.009521190347671266,636.5905675010696
88,4.423322997280233,0.1193159583080378,0.31971349135888816,0.0,0.366025302997372,1412.126346461534
56,13.181709868305385,0.4678509425670258,0.170351231296943,0.5793744886083108,14.373092984223714,1139.4346216351692
38,10.000808691292912,0.6075737595437078,0.11598043199210885,0.10648330079964026,4305.561138145058,1615.5718962044125
10,7.338208382026582,0.4164571959651187,0.09737992632441517,457.52236752620536,0.0604072615546066,1083.915514327
58,13.618108680371135,0.5830780699722229,0.03126666303883428,1358.0050539719555,0.3353532423291175,1064.6534245497703
41,16.417186958056714,0.5126402329345621,0.0037238655938770415,0.0,5174.178236546852,687.7381905561111
73,12.236238795228752,0.5114532885907814,0.09957143719868436,0.1493028664982724,1796.1690644655664,1034.5838173249058
23,6.397244550824037,0.5918231066672707,0.04439013071694019,0.0,6831.237202418887,1460.2535923809305
64,13.09797312787395,0.3856477569398589,0.03490218993239837,2322.647335109124,0.08611080137261287,573.1489424499575
49,15.91758833270138,0.4820374432743439,0.05299397350544068,0.35383320560206355,988.74506349848,860.0097134422174
95,8.36429559890473,0.3321234432106663,0.2054804235686136,0.06531594818271895,0.0,1101.5144017398502
55,9.99624150173595,0.404052320644401,0.027705738283977287,0.3104377924053816,1700.528241467988,945.9516283430992
14,14.453821830807893,0.4643234247676141,0.06361039075945643,0.1537130130675166,3549.2605361182123,970.8786564214518
76,13.382790407395479,0.4660952027474897,0.06382114931955657,0.0,0.1137610958722203,951.3498912608516
70,8.546568194423532,0.3884753931882731,0.30256740541171745,2.945690653911013,0.13090363157265825,1480.4321055816156
5,8.156646836061338,0.5205502789791521,0.11607466387415838,0.4044067093339144,0.14666024925333396,1438.7515949852216
65,13.49996392241776,0.4222423272244011,1e-06,0.05361640190164211,768.1922335294902,517.4119526119239
92,8.20023568606805,0.5099701137640761,0.07178842069766586,2.94688160130904,0.020828841192452263,1188.2649004718573
100,21.115982482244352,0.6189659631614628,0.2465909099436819,0.0,4372.903315044272,1595.5791422377415
34,8.195841075341628,0.35236442235198073,0.2426645978976834,0.028774362025687825,0.056791689356787994,1238.279991951449
63,15.225675193486536,0.5044206080431315,0.012668602510897551,0.31642284202526705,727.2025247581007,853.9577114564827
93,13.537572012542384,0.4481241924678999,0.025306982187411446,0.0,0.4823615136408673,805.2801604131515
68,3.6958983137905816,0.22965207973081825,0.021951225214697827,1.3262699438796757,0.7341248813122223,909.8391171192524
91,9.829087199206489,0.4509157430295089,0.05899484770292801,0.07109339204015735,2692.9815863137837,922.29264669944
83,12.199677217495914,0.6008801952236392,0.05609812805716904,0.3830205782861441,0.0,1473.9762864239872
46,5.2723464896909675,0.3537659526763725,0.08272176759201244,2.9828887413172858,0.101781282716095,1174.4414322189193
101,11.543099758897322,0.4875391139607143,0.0183694644534319,0.4996821617648785,0.0,746.9781245635762
47,9.202988426093908,0.3540774302175538,0.07600773251445539,8.258916205493424,0.10254073253311577,749.0511018006888
71,15.30012678353838,0.4999310605742821,0.08096267583182774,0.2542101802053448,0.01908836539865011,1064.085238130605
4,11.355851804945305,0.474197183190617,0.05167766205818417,0.20224710559869225,1986.9105687126666,945.67244070407
11,3.6490396100218065,0.21811514562652584,0.006403366842167091,0.0,4449.0621322561465,769.5074382775391
94,10.759567778657674,0.4070865228065823,0.5803500711368831,0.1531844153943339,23.12337398614343,1875.023138606724
43,26.34612325228219,0.5777519612357116,0.006389078615007793,0.0,5913.129700479221,561.0645688130816
52,17.838366536587134,0.4709402132165218,0.026755046278259056,0.0,7109.448064197596,492.6015685535698
104,13.391661110911524,0.4551005875439941,0.2084412719984869,2104.251988962966,353.283238575076,1228.294780380973
18,12.076383754253195,0.4829898561242889,0.02635898568643325,0.2914225647570669,0.0,850.2982047512543
84,11.144557999488118,0.4607478761376488,0.10560754723879223,0.0,0.3093618979870005,972.344991161954
33,11.35269806797658,0.4795814959973858,0.016558559976427543,0.0,5664.9884860137745,754.7490632470848
44,12.78690615367132,0.4512712291639572,0.04627119934353571,2.3784492178222374,0.3150904302730415,807.5618136207582
22,15.343873926607564,0.4928735994359768,0.04878712811284271,0.1974142362813211,0.03716427106151659,971.622994080074
